rssi,rate,noise_floor,data,local_time,channel
-51,11,-95,"[0, 0, 4, 12, 3]",217149332,6
-51,11,-95,"[0, 0, 11, -7, 8]",217153171,6
-51,11,-95,"[0, 0, 13, 2, 10]",217157755,6
-51,11,-95,"[0, 0, -3, 11, -2]",217170251,6
-51,11,-95,"[0, 0, 8, -10, 6]",217184589,6
-51,11,-95,"[0, 0, 12, -6, 10]",217189305,6
-51,11,-95,"[0, 0, -13, 5, -11]",217196988,6
-53,11,-95,"[0, 0, -3, -12, -3]",217233616,6
-53,11,-95,"[0, 0, 0, -12, 0]",217241949,6
-51,11,-95,"[0, 0, -11, -7, -9]",217249132,6
-51,11,-95,"[0, 0, -11, 7, -9]",217253394,6
-50,11,-95,"[0, 0, 6, -11, 5]",217257330,6
-53,11,-95,"[0, 0, 8, -7, 6]",217270479,6
-53,11,-95,"[0, 0, -9, 7, -7]",217276096,6
-53,11,-95,"[0, 0, -1, 10, -1]",217280104,6
-53,11,-95,"[0, 0, -9, 5, -7]",217289284,6
-53,11,-95,"[0, 0, 8, -7, 5]",217292958,6
-53,11,-95,"[0, 0, 6, 6, 4]",217297293,6
-53,11,-95,"[0, 0, 6, -8, 4]",217320156,6
-52,11,-95,"[0, 0, -10, -5, -8]",217335107,6
-52,11,-95,"[0, 0, 10, 1, 7]",217348774,6
-52,11,-95,"[0, 0, 6, -10, 5]",217352355,6
-52,11,-95,"[0, 0, -10, 4, -8]",217356462,6
-52,11,-95,"[0, 0, 10, -2, 8]",217360565,6
-52,11,-95,"[0, 0, 4, -10, 3]",217364155,6
-52,11,-95,"[0, 0, -7, -8, -6]",217368296,6
-53,11,-95,"[0, 0, -6, -10, -5]",217372046,6
-52,11,-95,"[0, 0, 3, -10, 3]",217380109,6
-52,11,-95,"[0, 0, 1, 10, 0]",217388085,6
-52,11,-95,"[0, 0, -4, -10, -3]",217394814,6
-49,11,-95,"[0, 0, -9, -5, -8]",217435122,6
-49,11,-95,"[0, 0, -10, 5, -9]",217444378,6
-49,11,-95,"[0, 0, 3, 9, 2]",217452519,6
-48,11,-95,"[0, 0, -8, -6, -7]",217457698,6
-49,11,-95,"[0, 0, -5, -9, -3]",217463250,6
-48,11,-95,"[0, 0, -1, 9, -2]",217473022,6
-48,11,-95,"[0, 0, 10, -1, 9]",217481574,6
-48,11,-95,"[0, 0, 4, -10, 4]",217486812,6
-48,11,-95,"[0, 0, -11, 2, -10]",217491611,6
-48,11,-95,"[0, 0, -7, -8, -6]",217499947,6
-48,11,-95,"[0, 0, 8, -6, 8]",217504000,6
-48,11,-95,"[0, 0, 9, -4, 8]",217547902,6
-48,11,-95,"[0, 0, -10, 0, -10]",217559613,6
-48,11,-95,"[0, 0, -11, 2, -10]",217563484,6
-48,11,-95,"[0, 0, 6, 7, 4]",217567179,6
-48,11,-95,"[0, 0, 8, -5, 8]",217575177,6
-48,11,-95,"[0, 0, 6, 7, 4]",217579224,6
-48,11,-95,"[0, 0, 0, -10, 0]",217588446,6
-48,11,-95,"[0, 0, -10, 2, -10]",217592422,6
-48,11,-95,"[0, 0, -7, -8, -5]",217596188,6
-49,11,-95,"[0, 0, 8, 5, 7]",217600126,6
-48,11,-95,"[0, 0, 3, -10, 3]",217603963,6
-52,11,-95,"[0, 0, 4, -10, 3]",217655572,6
-52,11,-95,"[0, 0, -9, 7, -8]",217660233,6
-52,11,-95,"[0, 0, -7, -8, -6]",217664436,6
-52,11,-95,"[0, 0, 8, -8, 7]",217670443,6
-52,11,-95,"[0, 0, 11, 1, 8]",217676572,6
-53,11,-95,"[0, 0, -11, 2, -9]",217685388,6
-53,11,-95,"[0, 0, 5, 8, 4]",217689234,6
-53,11,-95,"[0, 0, 7, -8, 6]",217692806,6
-52,11,-95,"[0, 0, 6, 8, 5]",217699789,6
-53,11,-95,"[0, 0, 6, -8, 6]",217704473,6
-49,11,-95,"[0, 0, 3, 9, 2]",217740440,6
-53,11,-95,"[0, 0, 4, -10, 4]",217751600,6
-52,11,-95,"[0, 0, -1, -12, 0]",217759089,6
-52,11,-95,"[0, 0, 5, 9, 4]",217764146,6
-52,11,-95,"[0, 0, 7, -9, 6]",217769106,6
-53,11,-95,"[0, 0, 9, 5, 7]",217774280,6
-53,11,-95,"[0, 0, -7, 9, -6]",217790531,6
-53,11,-95,"[0, 0, -7, 10, -6]",217795240,6
-53,11,-95,"[0, 0, 10, 2, 8]",217800747,6
-53,11,-95,"[0, 0, -11, -2, -9]",217808457,6
-53,11,-95,"[0, 0, -10, 5, -9]",217844015,6
-53,11,-95,"[0, 0, 7, 7, 6]",217860657,6
-53,11,-95,"[0, 0, -7, -8, -6]",217867540,6
-53,11,-95,"[0, 0, -12, 2, -10]",217871270,6
-53,11,-95,"[0, 0, 0, 11, -1]",217875411,6
-49,11,-95,"[0, 0, 0, 9, -1]",217889996,6
-49,11,-95,"[0, 0, -4, 9, -5]",217895135,6
-49,11,-95,"[0, 0, -9, 3, -10]",217898756,6
-49,11,-95,"[0, 0, 9, -2, 9]",217904101,6
-53,11,-95,"[0, 0, 6, 9, 5]",217912855,6
-53,11,-95,"[0, 0, 5, 9, 4]",217956509,6
-53,11,-95,"[0, 0, -2, -11, -1]",217964516,6
-52,11,-95,"[0, 0, 0, -12, -1]",217973154,6
-53,11,-95,"[0, 0, -10, 6, -9]",217978105,6
-52,11,-95,"[0, 0, -7, -9, -6]",217994276,6
-52,11,-95,"[0, 0, -6, -10, -5]",217998593,6
-52,11,-95,"[0, 0, 10, -4, 9]",218006843,6
-53,11,-95,"[0, 0, 8, -8, 8]",218015597,6
-48,11,-95,"[0, 0, -3, -10, -2]",218049101,6
-49,11,-95,"[0, 0, -10, 2, -10]",218059053,6
-49,11,-95,"[0, 0, 1, -10, 2]",218065343,6
-49,11,-95,"[0, 0, 9, 2, 9]",218073286,6
-52,11,-95,"[0, 0, -9, 8, -8]",218079156,6
-52,11,-95,"[0, 0, -3, 11, -3]",218087210,6
-52,11,-95,"[0, 0, -10, -6, -9]",218094763,6
-52,11,-95,"[0, 0, 5, -11, 5]",218102034,6
-52,11,-95,"[0, 0, 4, -11, 4]",218110523,6
-52,11,-95,"[0, 0, 9, -7, 9]",218117080,6
-52,11,-95,"[0, 0, -10, 5, -10]",218149861,6
-52,11,-95,"[0, 0, 2, 10, 2]",218160965,6
-52,11,-95,"[0, 0, 10, 2, 9]",218167621,6
-52,11,-95,"[0, 0, -11, 1, -11]",218171720,6
-52,11,-95,"[0, 0, -5, -10, -5]",218179964,6
-52,11,-95,"[0, 0, 4, 10, 3]",218183931,6
-52,11,-95,"[0, 0, -10, 5, -10]",218199690,6
-52,11,-95,"[0, 0, 2, -11, 2]",218205581,6
-49,11,-95,"[0, 0, 4, -8, 5]",218210176,6
-49,11,-95,"[0, 0, -4, 7, -5]",218218429,6
-52,11,-95,"[0, 0, 8, 6, 7]",218253711,6
-52,11,-95,"[0, 0, 10, 1, 9]",218270124,6
-52,11,-95,"[0, 0, -11, -3, -10]",218275767,6
-52,11,-95,"[0, 0, 8, 5, 7]",218279881,6
-52,11,-95,"[0, 0, -11, -3, -10]",218283563,6
-52,11,-95,"[0, 0, 7, -8, 7]",218300044,6
-52,11,-95,"[0, 0, -3, -11, -2]",218310467,6
-52,11,-95,"[0, 0, 3, -11, 3]",218314517,6
-52,11,-95,"[0, 0, -4, -10, -3]",218319656,6
-52,11,-95,"[0, 0, 5, -10, 4]",218355194,6
-49,11,-95,"[0, 0, 9, 1, 8]",218372457,6
-49,11,-95,"[0, 0, -8, -6, -8]",218376287,6
-49,11,-95,"[0, 0, 9, 1, 8]",218380374,6
-49,11,-95,"[0, 0, -3, 8, -4]",218384438,6
-49,11,-95,"[0, 0, -9, 3, -10]",218388487,6
-52,11,-95,"[0, 0, 0, 10, -1]",218402350,6
-52,11,-95,"[0, 0, 10, -4, 8]",218406073,6
-52,11,-95,"[0, 0, -10, 6, -9]",218414077,6
-52,11,-95,"[0, 0, -3, -10, -2]",218418021,6
-52,11,-95,"[0, 0, 10, -4, 8]",218424880,6
-53,11,-95,"[0, 0, -3, -9, -2]",218457731,6
-53,11,-95,"[0, 0, 1, -12, 1]",218469865,6
-53,11,-95,"[0, 0, -9, -5, -7]",218476251,6
-53,11,-95,"[0, 0, -2, 10, -2]",218481224,6
-53,11,-95,"[0, 0, -11, 0, -9]",218486133,6
-53,11,-95,"[0, 0, 8, -8, 6]",218489672,6
-53,11,-95,"[0, 0, 10, 2, 7]",218498336,6
-53,11,-95,"[0, 0, 9, 5, 6]",218506010,6
-53,11,-95,"[0, 0, -11, -6, -9]",218509565,6
-54,11,-95,"[0, 0, -3, -12, -3]",218512930,6
-53,11,-95,"[0, 0, -10, -7, -8]",218516537,6
-53,11,-95,"[0, 0, 10, -8, 7]",218520203,6
-54,11,-95,"[0, 0, -7, 11, -5]",218525415,6
-54,11,-95,"[0, 0, 7, 7, 6]",218559468,6
-54,11,-95,"[0, 0, -6, 11, -5]",218564511,6
-54,11,-95,"[0, 0, 3, -13, 2]",218577682,6
-54,11,-95,"[0, 0, -12, 4, -9]",218581407,6
-54,11,-95,"[0, 0, -14, -3, -11]",218585037,6
-54,11,-95,"[0, 0, -11, 7, -8]",218588512,6
-54,11,-95,"[0, 0, 11, 4, 8]",218592787,6
-54,11,-95,"[0, 0, 7, 9, 6]",218601297,6
-54,11,-95,"[0, 0, 10, -8, 7]",218608930,6
-54,11,-95,"[0, 0, -6, 12, -4]",218615402,6
-54,11,-95,"[0, 0, 11, 5, 9]",218619559,6
-54,11,-95,"[0, 0, -8, -11, -8]",218623404,6
-54,11,-95,"[0, 0, 7, 11, 6]",218627661,6
-54,11,-95,"[0, 0, -8, -14, -7]",218662309,6
-54,11,-95,"[0, 0, -9, -12, -8]",218672914,6
-54,11,-95,"[0, 0, -7, 14, -5]",218680388,6
-52,11,-95,"[0, 0, -14, 6, -12]",218688343,6
-52,11,-95,"[0, 0, 2, -17, 0]",218692563,6
-52,11,-95,"[0, 0, -13, 10, -11]",218701267,6
-52,11,-95,"[0, 0, 14, 9, 13]",218709428,6
-54,11,-95,"[0, 0, -15, 5, -12]",218730359,6
-54,11,-95,"[0, 0, -4, -16, -4]",218764006,6
-54,11,-95,"[0, 0, 10, 10, 9]",218776196,6
-54,11,-95,"[0, 0, 9, -13, 6]",218782433,6
-54,11,-95,"[0, 0, 2, -15, 0]",218803904,6
-54,11,-95,"[0, 0, 16, 0, 13]",218808677,6
-54,11,-95,"[0, 0, -13, 11, -10]",218816821,6
-54,11,-95,"[0, 0, 0, 15, 2]",218824195,6
-54,11,-95,"[0, 0, -14, 8, -12]",218868502,6
-54,11,-95,"[0, 0, -14, 6, -11]",218913132,6
-54,11,-95,"[0, 0, 7, -12, 5]",218919481,6
-54,11,-95,"[0, 0, 15, 0, 12]",218928705,6
-54,11,-95,"[0, 0, -14, 5, -12]",218933656,6
-54,11,-95,"[0, 0, 0, 13, 0]",219123760,6
-54,11,-95,"[0, 0, 3, -13, 2]",219141539,6
-54,11,-95,"[0, 0, -4, -14, -4]",219145849,6
-51,11,-95,"[0, 0, 11, -8, 9]",219191929,6
-51,11,-95,"[0, 0, -10, 10, -9]",219206173,6
-51,11,-95,"[0, 0, -12, 8, -10]",219217572,6
-51,11,-95,"[0, 0, 9, -12, 7]",219224867,6
-51,11,-95,"[0, 0, -11, 10, -9]",219228829,6
-51,11,-95,"[0, 0, -13, -7, -11]",219238176,6
-52,11,-95,"[0, 0, 13, 4, 11]",219242410,6
-52,11,-95,"[0, 0, 12, 5, 10]",219277448,6
-52,11,-95,"[0, 0, 11, -9, 8]",219288959,6
-52,11,-95,"[0, 0, -9, 11, -7]",219296527,6
-52,11,-95,"[0, 0, 4, 13, 4]",219303596,6
-52,11,-95,"[0, 0, 7, -11, 5]",219309939,6
-52,11,-95,"[0, 0, -11, -10, -10]",219332566,6
-52,11,-95,"[0, 0, -2, -15, -3]",219342168,6
-52,11,-95,"[0, 0, -13, 7, -10]",219378397,6
-52,11,-95,"[0, 0, 12, -9, 10]",219389857,6
-52,11,-95,"[0, 0, 15, -4, 12]",219396953,6
-52,11,-95,"[0, 0, 12, 6, 9]",219402247,6
-53,11,-95,"[0, 0, -2, 13, -1]",219406025,6
-52,11,-95,"[0, 0, 4, 13, 4]",219409767,6
-52,11,-95,"[0, 0, -6, 13, -5]",219415480,6
-52,11,-95,"[0, 0, -11, -10, -10]",219421775,6
-52,11,-95,"[0, 0, 11, -7, 8]",219430570,6
-52,11,-95,"[0, 0, -13, 1, -10]",219441624,6
-52,11,-95,"[0, 0, 6, 11, 5]",219482273,6
-52,11,-95,"[0, 0, -14, 7, -11]",219496470,6
-52,11,-95,"[0, 0, 7, 10, 6]",219509487,6
-52,11,-95,"[0, 0, -4, -14, -4]",219518311,6
-52,11,-95,"[0, 0, 5, -13, 4]",219523047,6
-52,11,-95,"[0, 0, 12, -8, 10]",219530002,6
-52,11,-95,"[0, 0, -10, -11, -9]",219533989,6
-52,11,-95,"[0, 0, 14, -2, 11]",219539175,6
-52,11,-95,"[0, 0, 14, 1, 11]",219598043,6
-52,11,-95,"[0, 0, 2, -14, 1]",219603838,6
-52,11,-95,"[0, 0, -5, 12, -4]",219608214,6
-53,11,-95,"[0, 0, -10, -10, -9]",219614921,6
-52,11,-95,"[0, 0, -15, -3, -13]",219646130,6
-52,11,-95,"[0, 0, 10, 9, 8]",219713779,6
-52,11,-95,"[0, 0, -15, 5, -12]",219725338,6
-52,11,-95,"[0, 0, 8, -11, 6]",219737605,6
-52,11,-95,"[0, 0, -1, -15, -2]",219747995,6
-52,11,-95,"[0, 0, 12, 5, 10]",219773845,6
-52,11,-95,"[0, 0, -12, 8, -9]",219786516,6
-52,11,-95,"[0, 0, 8, -11, 6]",219799341,6
-52,11,-95,"[0, 0, 1, -16, 0]",219806402,6
-53,11,-95,"[0, 0, 12, -6, 9]",219811003,6
-52,11,-95,"[0, 0, -3, -15, -3]",219814719,6
-52,11,-95,"[0, 0, 14, 1, 12]",219818506,6
-52,11,-95,"[0, 0, -16, -3, -13]",219823294,6
-52,11,-95,"[0, 0, 2, 13, 2]",219835737,6
-52,11,-95,"[0, 0, 8, -13, 5]",219840814,6
-52,11,-95,"[0, 0, -7, -14, -6]",219850642,6
-52,11,-95,"[0, 0, 9, 11, 8]",219855422,6
-52,11,-95,"[0, 0, 10, 12, 9]",219907434,6
-52,11,-95,"[0, 0, -4, 14, -3]",219918272,6
-52,11,-95,"[0, 0, -13, -9, -12]",219922062,6
-52,11,-95,"[0, 0, 14, -5, 12]",219928215,6
-52,11,-95,"[0, 0, 9, 11, 8]",219938224,6
-52,11,-95,"[0, 0, 14, 5, 12]",219943343,6
-52,11,-95,"[0, 0, 14, 4, 12]",219992847,6
-52,11,-95,"[0, 0, 7, -14, 5]",220015973,6
-52,11,-95,"[0, 0, 7, 12, 6]",220020733,6
-52,11,-95,"[0, 0, 8, -15, 6]",220025264,6
-52,11,-95,"[0, 0, 7, 12, 7]",220042643,6
-52,11,-95,"[0, 0, 8, 13, 7]",220046387,6
-52,11,-95,"[0, 0, 13, -6, 11]",220053709,6
-52,11,-95,"[0, 0, 13, -8, 10]",220060364,6
-52,11,-95,"[0, 0, 3, -15, 1]",220065613,6
-52,11,-95,"[0, 0, -7, -14, -7]",220114274,6
-52,11,-95,"[0, 0, -6, 14, -4]",220117830,6
-52,11,-95,"[0, 0, 14, 3, 12]",220121538,6
-52,11,-95,"[0, 0, 3, 14, 3]",220125446,6
-52,11,-95,"[0, 0, -10, 13, -8]",220135177,6
-52,11,-95,"[0, 0, 14, -5, 12]",220142888,6
-52,11,-95,"[0, 0, 16, -2, 14]",220148026,6
-52,11,-95,"[0, 0, 10, 10, 9]",220157478,6
-52,11,-95,"[0, 0, -4, 15, -2]",220164991,6
-52,11,-95,"[0, 0, -11, -11, -10]",220198466,6
-54,11,-95,"[0, 0, 13, -9, 10]",220211686,6
-54,11,-95,"[0, 0, 1, 14, 2]",220218406,6
-54,11,-95,"[0, 0, -15, 6, -12]",220222329,6
-54,11,-95,"[0, 0, 15, -1, 12]",220226163,6
-54,11,-95,"[0, 0, -16, -4, -14]",220229996,6
-54,11,-95,"[0, 0, 13, 6, 11]",220233688,6
-54,11,-95,"[0, 0, -3, -15, -3]",220245883,6
-54,11,-95,"[0, 0, -6, -13, -6]",220251723,6
-54,11,-95,"[0, 0, 8, -13, 6]",220259815,6
-54,11,-95,"[0, 0, -17, 4, -14]",220266720,6
-54,11,-95,"[0, 0, -13, 10, -10]",220314212,6
-54,11,-95,"[0, 0, 8, 12, 8]",220321976,6
-54,11,-95,"[0, 0, -16, 2, -14]",220325780,6
-54,11,-95,"[0, 0, 9, -11, 7]",220330565,6
-54,11,-95,"[0, 0, -10, -13, -9]",220334157,6
-54,11,-95,"[0, 0, 12, 7, 11]",220341163,6
-54,11,-95,"[0, 0, -7, 12, -5]",220353830,6
-54,11,-95,"[0, 0, 2, 14, 2]",220360627,6
-53,11,-95,"[0, 0, 16, -5, 12]",220403759,6
-53,11,-95,"[0, 0, -12, 8, -9]",220420671,6
-53,11,-95,"[0, 0, 7, 13, 6]",220431645,6
-53,11,-95,"[0, 0, 7, 12, 6]",220435406,6
-52,11,-95,"[0, 0, -6, 14, -4]",220454206,6
-52,11,-95,"[0, 0, -15, 5, -12]",220459641,6
-52,11,-95,"[0, 0, 14, -3, 11]",220463466,6
-52,11,-95,"[0, 0, 13, -6, 10]",220468326,6
-52,11,-95,"[0, 0, 12, -8, 9]",220472352,6
-53,11,-95,"[0, 0, -15, -4, -12]",220506836,6
-53,11,-95,"[0, 0, -5, 13, -4]",220522833,6
-53,11,-95,"[0, 0, 0, 14, 1]",220527004,6
-53,11,-95,"[0, 0, 15, 3, 13]",220539521,6
-53,11,-95,"[0, 0, -14, 5, -12]",220563969,6
-53,11,-95,"[0, 0, -8, -14, -7]",220570833,6
-53,11,-95,"[0, 0, -15, -2, -13]",220574576,6
-53,11,-95,"[0, 0, 13, 6, 11]",220607819,6
-52,11,-95,"[0, 0, 16, -1, 14]",220621713,6
-52,11,-95,"[0, 0, -17, -2, -15]",220629153,6
-53,11,-95,"[0, 0, 9, -12, 7]",220636848,6
-53,11,-95,"[0, 0, 9, -13, 7]",220640753,6
-53,11,-95,"[0, 0, 11, -12, 8]",220647587,6
-53,11,-95,"[0, 0, -6, 15, -4]",220662009,6
-53,11,-95,"[0, 0, -4, 15, -3]",220667307,6
-53,11,-95,"[0, 0, -2, -16, -3]",220670996,6
-53,11,-95,"[0, 0, -17, -3, -14]",220674872,6
-53,11,-95,"[0, 0, -16, 5, -13]",220710563,6
-53,11,-95,"[0, 0, -5, 14, -3]",220721420,6
-53,11,-95,"[0, 0, -16, -6, -14]",220731079,6
-53,11,-95,"[0, 0, -2, 14, -1]",220736894,6
-53,11,-95,"[0, 0, -13, 9, -10]",220740816,6
-53,11,-95,"[0, 0, 4, 14, 4]",220745114,6
-53,11,-95,"[0, 0, -16, 5, -13]",220751285,6
-53,11,-95,"[0, 0, -13, 6, -10]",220760488,6
-54,11,-95,"[0, 0, 6, 12, 6]",220764352,6
-52,11,-95,"[0, 0, 11, -11, 8]",220773495,6
-52,11,-95,"[0, 0, -5, -15, -5]",220777364,6
-53,11,-95,"[0, 0, 15, 5, 12]",220813046,6
-53,11,-95,"[0, 0, -14, -8, -12]",220823580,6
-53,11,-95,"[0, 0, 13, 5, 11]",220831735,6
-53,11,-95,"[0, 0, -12, -9, -10]",220837808,6
-53,11,-95,"[0, 0, -16, -4, -14]",220844633,6
-53,11,-95,"[0, 0, 13, 9, 11]",220849872,6
-54,11,-95,"[0, 0, -8, -13, -8]",220853994,6
-53,11,-95,"[0, 0, 14, -3, 12]",220861291,6
-53,11,-95,"[0, 0, 11, 10, 10]",220865636,6
-53,11,-95,"[0, 0, 1, -16, -1]",220870886,6
-54,11,-95,"[0, 0, 2, -14, 0]",220874655,6
-54,11,-95,"[0, 0, -15, -4, -13]",220885225,6
-51,11,-95,"[0, 0, -13, 11, -10]",220928292,6
-52,11,-95,"[0, 0, 11, 10, 10]",220936323,6
-52,11,-95,"[0, 0, -4, -16, -5]",220942524,6
-52,11,-95,"[0, 0, 16, -3, 13]",220946870,6
-53,11,-95,"[0, 0, 3, 15, 3]",220954415,6
-53,11,-95,"[0, 0, 0, 14, 1]",220962091,6
-53,11,-95,"[0, 0, -15, -3, -13]",220967008,6
-53,11,-95,"[0, 0, 0, 15, 1]",220977013,6
-53,11,-95,"[0, 0, 7, -14, 5]",220983232,6
-53,11,-95,"[0, 0, 4, 14, 4]",221017322,6
-54,11,-95,"[0, 0, 9, -11, 7]",221028281,6
-53,11,-95,"[0, 0, 2, 14, 2]",221036423,6
-53,11,-95,"[0, 0, 8, -11, 5]",221043348,6
-54,11,-95,"[0, 0, 13, 3, 11]",221048117,6
-54,11,-95,"[0, 0, -9, 12, -7]",221052344,6
-54,11,-95,"[0, 0, -3, -14, -4]",221056303,6
-54,11,-95,"[0, 0, 12, -4, 9]",221064566,6
-54,11,-95,"[0, 0, 7, 12, 6]",221069617,6
-52,11,-95,"[0, 0, -14, -8, -12]",221087093,6
-52,11,-95,"[0, 0, 13, -10, 10]",221125385,6
-52,11,-95,"[0, 0, 15, -10, 12]",221134709,6
-52,11,-95,"[0, 0, 4, 14, 4]",221139756,6
-53,11,-95,"[0, 0, -4, -16, -5]",221143441,6
-52,11,-95,"[0, 0, -12, 11, -10]",221148682,6
-52,11,-95,"[0, 0, -6, 14, -4]",221152703,6
-52,11,-95,"[0, 0, -17, 1, -14]",221159129,6
-52,11,-95,"[0, 0, 15, -3, 12]",221166847,6
-52,11,-95,"[0, 0, -5, -15, -5]",221170565,6
-52,11,-95,"[0, 0, -12, 11, -10]",221181231,6
-52,11,-95,"[0, 0, 7, 13, 6]",221188159,6
-54,11,-95,"[0, 0, 14, 2, 11]",221211360,6
-54,11,-95,"[0, 0, -7, 13, -5]",221233002,6
-52,11,-95,"[0, 0, 10, 12, 9]",221269995,6
-52,11,-95,"[0, 0, 14, 5, 12]",221277630,6
-52,11,-95,"[0, 0, -7, 14, -5]",221288229,6
-52,11,-95,"[0, 0, 0, -16, -1]",221293574,6
-52,11,-95,"[0, 0, 3, 14, 4]",221329489,6
-52,11,-95,"[0, 0, 10, 10, 9]",221342122,6
-52,11,-95,"[0, 0, -11, -8, -10]",221353579,6
-51,11,-95,"[0, 0, 13, 3, 11]",221363644,6
-51,11,-95,"[0, 0, -14, 6, -12]",221372869,6
-51,11,-95,"[0, 0, -3, -15, -4]",221382080,6
-53,11,-95,"[0, 0, 4, -14, 2]",221439604,6
-53,11,-95,"[0, 0, 10, -11, 8]",221449895,6
-54,11,-95,"[0, 0, 2, 12, 2]",221457028,6
-54,11,-95,"[0, 0, -9, 10, -7]",221466075,6
-54,11,-95,"[0, 0, -9, 11, -8]",221476773,6
-52,11,-95,"[0, 0, -14, 7, -12]",221747275,6
-52,11,-95,"[0, 0, 16, -4, 13]",221777279,6
-52,11,-95,"[0, 0, 6, 14, 7]",221785211,6
-52,11,-95,"[0, 0, 12, 10, 12]",221789084,6
-52,11,-95,"[0, 0, -7, 15, -5]",221795629,6
-52,11,-95,"[0, 0, -17, -2, -15]",221800237,6
-52,11,-95,"[0, 0, -17, 1, -15]",221804673,6
-52,11,-95,"[0, 0, -14, -9, -13]",221841863,6
-52,11,-95,"[0, 0, 11, 11, 10]",221854426,6
-52,11,-95,"[0, 0, -3, -16, -4]",221858394,6
-52,11,-95,"[0, 0, 0, -16, -2]",221862005,6
-52,11,-95,"[0, 0, 14, -9, 11]",221866608,6
-52,11,-95,"[0, 0, -16, 4, -14]",221870292,6
-52,11,-95,"[0, 0, -8, 15, -6]",221884290,6
-52,11,-95,"[0, 0, -12, 11, -9]",221893734,6
-51,11,-95,"[0, 0, 10, -12, 8]",221901159,6
-52,11,-95,"[0, 0, -1, -16, -2]",221940273,6
-52,11,-95,"[0, 0, 1, -16, -1]",221950267,6
-52,11,-95,"[0, 0, 15, -1, 12]",221958208,6
-52,11,-95,"[0, 0, 14, -6, 11]",221966111,6
-52,11,-95,"[0, 0, -8, 14, -6]",221970190,6
-52,11,-95,"[0, 0, 13, 6, 12]",221975846,6
-52,11,-95,"[0, 0, 3, -15, 2]",221986215,6
-52,11,-95,"[0, 0, -6, -15, -6]",222008542,6
-52,11,-95,"[0, 0, -15, -6, -13]",222052638,6
-52,11,-95,"[0, 0, -16, 1, -14]",222069830,6
-52,11,-95,"[0, 0, 3, -15, 1]",222085267,6
-52,11,-95,"[0, 0, -2, -16, -3]",222093723,6
-54,11,-95,"[0, 0, -14, 6, -12]",222110210,6
-53,11,-95,"[0, 0, -3, 13, -2]",222359456,6
-53,11,-95,"[0, 0, 14, -1, 11]",222367160,6
-53,11,-95,"[0, 0, 14, -6, 11]",222370887,6
-53,11,-95,"[0, 0, -8, -14, -8]",222376798,6
-53,11,-95,"[0, 0, -1, 15, 0]",222382415,6
-53,11,-95,"[0, 0, 8, 10, 6]",222396654,6
-53,11,-95,"[0, 0, -12, 9, -10]",222402503,6
-53,11,-95,"[0, 0, -6, 13, -5]",222413566,6
-53,11,-95,"[0, 0, -3, -14, -3]",222418193,6
-52,11,-95,"[0, 0, -14, -5, -12]",222460676,6
-52,11,-95,"[0, 0, -12, 5, -10]",222476166,6
-52,11,-95,"[0, 0, 9, -11, 6]",222484948,6
-52,11,-95,"[0, 0, 6, -14, 4]",222492279,6
-52,11,-95,"[0, 0, -14, 1, -11]",222502617,6
-53,11,-95,"[0, 0, -9, 8, -7]",222511601,6
-52,11,-95,"[0, 0, -3, 14, -2]",222515326,6
-52,11,-95,"[0, 0, -10, 11, -7]",222520599,6
-54,11,-95,"[0, 0, -9, 10, -6]",222571403,6
-54,11,-95,"[0, 0, 13, -3, 11]",222577300,6
-54,11,-95,"[0, 0, 5, -13, 3]",222581844,6
-54,11,-95,"[0, 0, 5, 14, 5]",222586325,6
-54,11,-95,"[0, 0, -12, 6, -10]",222594247,6
-54,11,-95,"[0, 0, -10, 11, -7]",222602958,6
-52,11,-95,"[0, 0, -15, 2, -12]",222608652,6
-52,11,-95,"[0, 0, 13, -5, 10]",222619100,6
-52,11,-95,"[0, 0, -6, -14, -6]",222623489,6
-53,11,-95,"[0, 0, 0, 14, 1]",222627302,6
-52,11,-95,"[0, 0, -13, 7, -11]",222634382,6
-52,11,-95,"[0, 0, -4, 15, -3]",222640872,6
-52,11,-95,"[0, 0, -13, 8, -10]",222645458,6
-52,11,-95,"[0, 0, -3, 13, -2]",222650005,6
-52,11,-95,"[0, 0, -1, 14, 0]",222657061,6
-52,11,-95,"[0, 0, -10, -11, -7]",222670264,6
-52,11,-95,"[0, 0, -15, -1, -12]",222676474,6
-52,11,-95,"[0, 0, 10, -12, 7]",222680537,6
-53,11,-95,"[0, 0, -7, -12, -7]",222684800,6
-52,11,-95,"[0, 0, 1, 14, 1]",222689031,6
-52,11,-95,"[0, 0, 15, -2, 12]",222696885,6
-52,11,-95,"[0, 0, 14, 0, 11]",222708793,6
-52,11,-95,"[0, 0, 11, 9, 10]",222728321,6
-52,11,-95,"[0, 0, 1, -15, -1]",222733946,6
-52,11,-95,"[0, 0, 13, -4, 10]",222743385,6
-52,11,-95,"[0, 0, 0, 15, 0]",222749928,6
-52,11,-95,"[0, 0, 15, 3, 13]",222796259,6
-52,11,-95,"[0, 0, -3, -16, -4]",222807423,6
-52,11,-95,"[0, 0, 4, 15, 4]",222810951,6
-52,11,-95,"[0, 0, -7, -14, -7]",222815306,6
-52,11,-95,"[0, 0, -9, 12, -7]",222818857,6
-52,11,-95,"[0, 0, 12, -10, 9]",222822393,6
-52,11,-95,"[0, 0, -13, 8, -10]",222860101,6
